searched_name,id,display_name,works_api_url,h_index,works_count,country_code
Dimitrios Kokkinakis,https://openalex.org/A5064802580,Dimitrios Kokkinakis,https://api.openalex.org/works?filter=author.id:A5064802580,15.0,107.0,
Dingeman Jan Van der Laan,,,,,,
Dino Pedreschi,https://openalex.org/A5044898565,Dino Pedreschi,https://api.openalex.org/works?filter=author.id:A5044898565,58.0,386.0,
Diogo Geraldes,https://openalex.org/A5083402623,Diogo Geraldes,https://api.openalex.org/works?filter=author.id:A5083402623,5.0,17.0,
Dirk U. Wulff,https://openalex.org/A5006793496,Dirk U. Wulff,https://api.openalex.org/works?filter=author.id:A5006793496,23.0,125.0,
Diyi Liu,https://openalex.org/A5026955772,Diyi Liu,https://api.openalex.org/works?filter=author.id:A5026955772,6.0,18.0,
Diyi Yang,https://openalex.org/A5125613360,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5125613360,0.0,1.0,
Do Won Kim,https://openalex.org/A5028927534,Do Won Kim,https://api.openalex.org/works?filter=author.id:A5028927534,1.0,3.0,
DoeunKim,,,,,,
Dominik Batorski,https://openalex.org/A5050286782,Dominik Batorski,https://api.openalex.org/works?filter=author.id:A5050286782,13.0,63.0,
Dominik Loibner,,,,,,
Dong Nguyen,https://openalex.org/A5004209770,Dong Nguyen,https://api.openalex.org/works?filter=author.id:A5004209770,30.0,173.0,
DongHak Lee,https://openalex.org/A5123653973,Donghak Lee,https://api.openalex.org/works?filter=author.id:A5123653973,0.0,1.0,
Dongping Chen,https://openalex.org/A5125733111,Dongping Chen,https://api.openalex.org/works?filter=author.id:A5125733111,0.0,1.0,
Douglas Guilbeault,https://openalex.org/A5119915592,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5119915592,0.0,1.0,
Douglas Richard Guilbeault,,,,,,
Drew Johnston,https://openalex.org/A5031680408,Drew Johnston,https://api.openalex.org/works?filter=author.id:A5031680408,9.0,29.0,
Duilio Balsamo,https://openalex.org/A5090318645,Duilio Balsamo,https://api.openalex.org/works?filter=author.id:A5090318645,4.0,10.0,
Duncan Cassells,https://openalex.org/A5093587867,Duncan Cassells,https://api.openalex.org/works?filter=author.id:A5093587867,1.0,6.0,
Duncan J. Watts,https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,70.0,233.0,
Duncan Watts,https://openalex.org/A5099857823,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5099857823,1.0,3.0,
Dustin Brunner,https://openalex.org/A5109685865,Dustin Brunner,https://api.openalex.org/works?filter=author.id:A5109685865,0.0,1.0,
Dustin Wright,https://openalex.org/A5006334352,Dustin Wright,https://api.openalex.org/works?filter=author.id:A5006334352,0.0,2.0,
Dylan Thurgood,https://openalex.org/A5121671024,Dylan Thurgood,https://api.openalex.org/works?filter=author.id:A5121671024,0.0,2.0,
Eaman Jahani,https://openalex.org/A5000868394,Eaman Jahani,https://api.openalex.org/works?filter=author.id:A5000868394,10.0,45.0,
Ece Calikus,https://openalex.org/A5004308290,Ece Calikus,https://api.openalex.org/works?filter=author.id:A5004308290,6.0,14.0,
Eckehard Olbrich,https://openalex.org/A5074755166,Eckehard Olbrich,https://api.openalex.org/works?filter=author.id:A5074755166,23.0,111.0,
Eddie Yang,https://openalex.org/A5013862522,Eddie Yang,https://api.openalex.org/works?filter=author.id:A5013862522,4.0,12.0,
Edmond Awad,https://openalex.org/A5033716467,Edmond Awad,https://api.openalex.org/works?filter=author.id:A5033716467,17.0,74.0,
Edoardo Di Martino,https://openalex.org/A5114988046,Edoardo Di Martino,https://api.openalex.org/works?filter=author.id:A5114988046,1.0,6.0,
Edoardo Loru,https://openalex.org/A5092998265,Edoardo Loru,https://api.openalex.org/works?filter=author.id:A5092998265,3.0,19.0,
Edoardo Maggioni,https://openalex.org/A5077712058,Edoardo Maggioni,https://api.openalex.org/works?filter=author.id:A5077712058,0.0,1.0,
Edwin de Jonge,https://openalex.org/A5125452217,Edwin de Jonge,https://api.openalex.org/works?filter=author.id:A5125452217,0.0,1.0,
Eelke Heemskerk,https://openalex.org/A5010373001,Eelke M. Heemskerk,https://api.openalex.org/works?filter=author.id:A5010373001,28.0,111.0,
Efe Tüzün,https://openalex.org/A5115780937,Efe Tuzun,https://api.openalex.org/works?filter=author.id:A5115780937,0.0,1.0,
Ege Demirci,https://openalex.org/A5070523348,Ege Demirci,https://api.openalex.org/works?filter=author.id:A5070523348,2.0,4.0,
Egor Kotov,https://openalex.org/A5002144560,Egor Kotov,https://api.openalex.org/works?filter=author.id:A5002144560,2.0,39.0,
Ehsan Dehghan,https://openalex.org/A5074870255,Ehsan Dehghan,https://api.openalex.org/works?filter=author.id:A5074870255,15.0,93.0,
Ehsan Hoque,https://openalex.org/A5106184943,Md Ehsan Hoque,https://api.openalex.org/works?filter=author.id:A5106184943,1.0,3.0,
Ekaterina Landgren,https://openalex.org/A5116305988,Ekaterina Landgren,https://api.openalex.org/works?filter=author.id:A5116305988,0.0,1.0,
Ekaterina Vylomova,https://openalex.org/A5055467011,Ekaterina Vylomova,https://api.openalex.org/works?filter=author.id:A5055467011,16.0,91.0,
Elena Candellone,https://openalex.org/A5092645218,Elena Candellone,https://api.openalex.org/works?filter=author.id:A5092645218,2.0,7.0,
Elena Chechik,,,,,,
Elena D'Agnese,https://openalex.org/A5115653580,Elena D’Agnese,https://api.openalex.org/works?filter=author.id:A5115653580,1.0,6.0,
Eleonora Albarese,,,,,,
Elias Fernández Domingos,https://openalex.org/A5008512930,Elias Fernández-Domingos,https://api.openalex.org/works?filter=author.id:A5008512930,1.0,3.0,
Elis Carlberg Larsson,https://openalex.org/A5056708768,Elis Carlberg Larsson,https://api.openalex.org/works?filter=author.id:A5056708768,1.0,6.0,
Elisa Klüger,https://openalex.org/A5120547495,Elisa Klüger,https://api.openalex.org/works?filter=author.id:A5120547495,0.0,1.0,
Elisa Omodei,https://openalex.org/A5002901620,Elisa Omodei,https://api.openalex.org/works?filter=author.id:A5002901620,10.0,59.0,
Elisabeth Höldrich,https://openalex.org/A5120572440,Elisabeth Höldrich,https://api.openalex.org/works?filter=author.id:A5120572440,0.0,1.0,
Elisabetta Colosi,https://openalex.org/A5021538265,Elisabetta Colosi,https://api.openalex.org/works?filter=author.id:A5021538265,4.0,12.0,
Elisabetta Salvai,,,,,,
Elizabeth Jacobs,https://openalex.org/A5005313720,Elizabeth Jacobs,https://api.openalex.org/works?filter=author.id:A5005313720,7.0,37.0,
Elizabeth Roberto,https://openalex.org/A5027128329,Elizabeth Roberto,https://api.openalex.org/works?filter=author.id:A5027128329,9.0,26.0,
Elizaveta Kopacheva,https://openalex.org/A5082395980,Elizaveta Kopacheva,https://api.openalex.org/works?filter=author.id:A5082395980,4.0,8.0,
Elizaveta Sivak,https://openalex.org/A5103241431,Elizaveta Sivak,https://api.openalex.org/works?filter=author.id:A5103241431,3.0,7.0,
Elliot E. Pickens,https://openalex.org/A5084148692,Elliot E. Pickens,https://api.openalex.org/works?filter=author.id:A5084148692,1.0,2.0,
Elyse Joan Thulin,,,,,,
Emanuel Wittberg,https://openalex.org/A5007241438,Emanuel Wittberg,https://api.openalex.org/works?filter=author.id:A5007241438,5.0,23.0,
Emanuela Vaghi,https://openalex.org/A5116257027,Emanuela Vaghi,https://api.openalex.org/works?filter=author.id:A5116257027,0.0,1.0,
Emese Bata,https://openalex.org/A5119408634,Emese Bata,https://api.openalex.org/works?filter=author.id:A5119408634,0.0,2.0,
Emilien Schultz,https://openalex.org/A5079294298,Émilien Schultz,https://api.openalex.org/works?filter=author.id:A5079294298,11.0,114.0,
Emilio Calvano,https://openalex.org/A5030092162,Emilio Calvano,https://api.openalex.org/works?filter=author.id:A5030092162,19.0,46.0,
Emilio Zagheni,https://openalex.org/A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,35.0,207.0,
Emily K McKinley,https://openalex.org/A5116848485,Emily K McKinley,https://api.openalex.org/works?filter=author.id:A5116848485,0.0,5.0,
Emily Xing,https://openalex.org/A5091983754,Emily Xing,https://api.openalex.org/works?filter=author.id:A5091983754,1.0,3.0,
Emma Bonutti D'Agostini,https://openalex.org/A5119050137,Emma Bonutti d'Agostini,https://api.openalex.org/works?filter=author.id:A5119050137,1.0,1.0,
Emma Fraxanet,https://openalex.org/A5092474581,Emma Fraxanet,https://api.openalex.org/works?filter=author.id:A5092474581,1.0,6.0,
Emma Harvey,https://openalex.org/A5004193569,Emma Harvey,https://api.openalex.org/works?filter=author.id:A5004193569,3.0,15.0,
Emma Pierson,https://openalex.org/A5067807487,Emma Pierson,https://api.openalex.org/works?filter=author.id:A5067807487,25.0,106.0,
Emmanuel Candes,https://openalex.org/A5124274311,Emmanuel J. Candés,https://api.openalex.org/works?filter=author.id:A5124274311,0.0,2.0,
Emoke-Agnes Horvat,https://openalex.org/A5099111610,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5099111610,1.0,1.0,
Enrico Verdolotti,https://openalex.org/A5116269664,Enrico Verdolotti,https://api.openalex.org/works?filter=author.id:A5116269664,1.0,2.0,
Erdem Şahin,https://openalex.org/A5038406147,Erdem ŞAHİN,https://api.openalex.org/works?filter=author.id:A5038406147,0.0,1.0,
Eric Gilbert,https://openalex.org/A5024795472,Éric Gilbert,https://api.openalex.org/works?filter=author.id:A5024795472,55.0,210.0,
Eric M. Feltham,https://openalex.org/A5092160363,Eric M. Feltham,https://api.openalex.org/works?filter=author.id:A5092160363,0.0,1.0,
Erica Cai,https://openalex.org/A5032146430,Erica Cai,https://api.openalex.org/works?filter=author.id:A5032146430,1.0,19.0,
Erick Elejalde,https://openalex.org/A5091661935,Erick Elejalde,https://api.openalex.org/works?filter=author.id:A5091661935,9.0,28.0,
Erik Brynjolfsson,https://openalex.org/A5118843288,Erik Brynjolfsson,https://api.openalex.org/works?filter=author.id:A5118843288,1.0,5.0,
Erik Wachtmeister,https://openalex.org/A5124966893,Erik Wachtmeister,https://api.openalex.org/works?filter=author.id:A5124966893,0.0,1.0,
Erik Weis,https://openalex.org/A5037695522,Erik Weis,https://api.openalex.org/works?filter=author.id:A5037695522,11.0,55.0,
Erin Walk,https://openalex.org/A5075790566,Erin Walk,https://api.openalex.org/works?filter=author.id:A5075790566,3.0,10.0,
Erwanghao Yu,,,,,,
Esin DURMUS,https://openalex.org/A5001994692,Esin Durmus,https://api.openalex.org/works?filter=author.id:A5001994692,19.0,51.0,
Esra Dönmez,https://openalex.org/A5093457353,Esra Dönmez,https://api.openalex.org/works?filter=author.id:A5093457353,1.0,4.0,
Esteban Moro,https://openalex.org/A5125611097,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5125611097,0.0,1.0,
Eszter Bokanyi,https://openalex.org/A5072156055,Eszter Bokányi,https://api.openalex.org/works?filter=author.id:A5072156055,9.0,37.0,
Ethan Zuckerman,https://openalex.org/A5096259559,Ethan Zuckerman,https://api.openalex.org/works?filter=author.id:A5096259559,0.0,1.0,
Ethel Elikem Mensah,,,,,,
Etienne Ollion,https://openalex.org/A5122884372,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5122884372,0.0,1.0,
Eugene A. Chu,https://openalex.org/A5082312494,Eugene A. Chu,https://api.openalex.org/works?filter=author.id:A5082312494,14.0,43.0,
Eunsoo Sohn,https://openalex.org/A5061158667,Eunsoo Sohn,https://api.openalex.org/works?filter=author.id:A5061158667,8.0,25.0,
Eunsung Yoon,https://openalex.org/A5039304227,Eunsung Yoon,https://api.openalex.org/works?filter=author.id:A5039304227,2.0,4.0,
Evey Jiaxin Huang,https://openalex.org/A5048372184,Evey Jiaxin Huang,https://api.openalex.org/works?filter=author.id:A5048372184,4.0,7.0,
Ezequiel Lopez-Lopez,https://openalex.org/A5016534062,Ezequiel Lopez-Lopez,https://api.openalex.org/works?filter=author.id:A5016534062,3.0,14.0,
FUJIO TORIUMI,https://openalex.org/A5127721455,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5127721455,0.0,2.0,
Fabian Baumann,https://openalex.org/A5046927655,Fabian Baumann,https://api.openalex.org/works?filter=author.id:A5046927655,15.0,63.0,
Fabian Tschofenig,https://openalex.org/A5119915591,Fabian Tschofenig,https://api.openalex.org/works?filter=author.id:A5119915591,0.0,1.0,
Fabio Ciulla,https://openalex.org/A5011773766,Fabio Ciulla,https://api.openalex.org/works?filter=author.id:A5011773766,8.0,31.0,
Fabio Sartori,https://openalex.org/A5086514385,Fabio Sartori,https://api.openalex.org/works?filter=author.id:A5086514385,1.0,1.0,
Fabrizio Germano,https://openalex.org/A5007114681,Fabrizio Germano,https://api.openalex.org/works?filter=author.id:A5007114681,12.0,63.0,
Faezeh Fadaei,https://openalex.org/A5124811732,Faezeh Fadaei,https://api.openalex.org/works?filter=author.id:A5124811732,0.0,4.0,
Fai Poungpeth,,,,,,
Fan Wenlu,https://openalex.org/A5101104179,Wenlu Fan,https://api.openalex.org/works?filter=author.id:A5101104179,1.0,3.0,
Fanxi He,https://openalex.org/A5061228091,Fanxi He,https://api.openalex.org/works?filter=author.id:A5061228091,1.0,1.0,
Farhan Samir,https://openalex.org/A5086887575,Farhan Samir,https://api.openalex.org/works?filter=author.id:A5086887575,4.0,22.0,
Fariba Karimi,https://openalex.org/A5126928651,Fariba Karimi,https://api.openalex.org/works?filter=author.id:A5126928651,0.0,2.0,
Farnaz Jahanbakhsh,https://openalex.org/A5076364930,Farnaz Jahanbakhsh,https://api.openalex.org/works?filter=author.id:A5076364930,9.0,23.0,
Federica Imbriale,,,,,,
Federico Battiston,https://openalex.org/A5123074632,Federico Battiston,https://api.openalex.org/works?filter=author.id:A5123074632,1.0,1.0,
Federico Cammelli,https://openalex.org/A5117517401,Federico Cammelli,https://api.openalex.org/works?filter=author.id:A5117517401,0.0,1.0,
Federico Delussu,https://openalex.org/A5068009402,Federico Delussu,https://api.openalex.org/works?filter=author.id:A5068009402,4.0,5.0,
Federico Pilati,https://openalex.org/A5123899668,Federico Pilati,https://api.openalex.org/works?filter=author.id:A5123899668,0.0,2.0,
Felicia Loecherbach,https://openalex.org/A5014175416,Felicia Löecherbach,https://api.openalex.org/works?filter=author.id:A5014175416,8.0,23.0,
Felix Gaisbauer,https://openalex.org/A5052467882,Felix Gaisbauer,https://api.openalex.org/works?filter=author.id:A5052467882,4.0,22.0,
Felix Schmidt,https://openalex.org/A5101541762,Felix Schmidt,https://api.openalex.org/works?filter=author.id:A5101541762,6.0,25.0,
Felix Victor Münch,https://openalex.org/A5043088159,Felix Victor Münch,https://api.openalex.org/works?filter=author.id:A5043088159,5.0,26.0,
Fernando Alva-Manchego,https://openalex.org/A5078039217,Fernando Alva-Manchego,https://api.openalex.org/works?filter=author.id:A5078039217,12.0,44.0,
Fijnanda van Klingeren,https://openalex.org/A5069567619,Fijnanda van Klingeren,https://api.openalex.org/works?filter=author.id:A5069567619,3.0,7.0,
Filipi Nascimento Silva,https://openalex.org/A5122442661,Filipi Nascimento Silva,https://api.openalex.org/works?filter=author.id:A5122442661,0.0,2.0,
Filippo Menczer,https://openalex.org/A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,69.0,660.0,
Filippo Trentini,https://openalex.org/A5036743779,Filippo Trentini,https://api.openalex.org/works?filter=author.id:A5036743779,28.0,88.0,
Filippo Zimmaro,https://openalex.org/A5080973755,Filippo Zimmaro,https://api.openalex.org/works?filter=author.id:A5080973755,4.0,15.0,
Florian Bolenz,https://openalex.org/A5024650082,Florian Bolenz,https://api.openalex.org/works?filter=author.id:A5024650082,6.0,26.0,
Florian Keusch,https://openalex.org/A5123764893,Florian Keusch,https://api.openalex.org/works?filter=author.id:A5123764893,0.0,7.0,
Florian Kunneman,https://openalex.org/A5063456893,Florian Kunneman,https://api.openalex.org/works?filter=author.id:A5063456893,11.0,71.0,
Florian Meier,https://openalex.org/A5070458522,Florian Meier,https://api.openalex.org/works?filter=author.id:A5070458522,8.0,83.0,
Flávio L. Pinheiro,https://openalex.org/A5124794336,Pinheiro Flávio L.,https://api.openalex.org/works?filter=author.id:A5124794336,0.0,2.0,
Flóra Samu,https://openalex.org/A5036307421,Flóra Samu,https://api.openalex.org/works?filter=author.id:A5036307421,6.0,16.0,
Fortune Nwaiwu,https://openalex.org/A5033227248,Fortune Nwaiwu,https://api.openalex.org/works?filter=author.id:A5033227248,8.0,22.0,
Francesca Bolla Tripodi,https://openalex.org/A5005439864,Francesca Bolla Tripodi,https://api.openalex.org/works?filter=author.id:A5005439864,7.0,52.0,
Francesco Corso,https://openalex.org/A5002284077,Francesco Del Corso,https://api.openalex.org/works?filter=author.id:A5002284077,1.0,1.0,
Francesco Pierri,https://openalex.org/A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19.0,372.0,
Francisco Barreras,https://openalex.org/A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,4.0,19.0,
Francisco Ruge-Murcia,https://openalex.org/A5011822190,Francisco J. Ruge‐Murcia,https://api.openalex.org/works?filter=author.id:A5011822190,25.0,94.0,
Frank Esser,https://openalex.org/A5042787477,Frank Esser,https://api.openalex.org/works?filter=author.id:A5042787477,56.0,300.0,
Frank Mangold,https://openalex.org/A5017437256,Frank Mangold,https://api.openalex.org/works?filter=author.id:A5017437256,9.0,35.0,
Frank W. Takes,https://openalex.org/A5032475130,Frank W. Takes,https://api.openalex.org/works?filter=author.id:A5032475130,15.0,121.0,
Franziska Weeber,https://openalex.org/A5001708723,Franziska Weeber,https://api.openalex.org/works?filter=author.id:A5001708723,2.0,8.0,
François Portet,https://openalex.org/A5125016112,François Portet,https://api.openalex.org/works?filter=author.id:A5125016112,0.0,1.0,
Frederico Francisco,https://openalex.org/A5016223874,Frederico Francisco,https://api.openalex.org/works?filter=author.id:A5016223874,9.0,40.0,
Fredrik Jansson,https://openalex.org/A5052969911,Fredrik Jansson,https://api.openalex.org/works?filter=author.id:A5052969911,13.0,91.0,
Frenk van Harreveld,https://openalex.org/A5038920997,Frenk van Harreveld,https://api.openalex.org/works?filter=author.id:A5038920997,37.0,192.0,
Friedolin Merhout,https://openalex.org/A5123929920,Friedolin Merhout,https://api.openalex.org/works?filter=author.id:A5123929920,0.0,1.0,
Frédéric Berdoz,https://openalex.org/A5115003228,Frédéric Berdoz,https://api.openalex.org/works?filter=author.id:A5115003228,1.0,7.0,
Gabriel Maurial,,,,,,
Gabriela Juncosa,https://openalex.org/A5115087102,Gabriela Juncosa,https://api.openalex.org/works?filter=author.id:A5115087102,0.0,5.0,
Gabriele Bossi,https://openalex.org/A5125341166,Gabriele Bossi,https://api.openalex.org/works?filter=author.id:A5125341166,0.0,1.0,
Gabriele Di Bona,https://openalex.org/A5066532084,Gabriele Di Bona,https://api.openalex.org/works?filter=author.id:A5066532084,4.0,16.0,
Gabriella Harari,https://openalex.org/A5032381602,Gabriella M. Harari,https://api.openalex.org/works?filter=author.id:A5032381602,31.0,105.0,
Gabriella Pasi,https://openalex.org/A5066756066,Gabriella Pasi,https://api.openalex.org/works?filter=author.id:A5066756066,38.0,484.0,
Gahyoun Gim,https://openalex.org/A5119191007,Gahyoun Gim,https://api.openalex.org/works?filter=author.id:A5119191007,1.0,1.0,
Galántai Júlia,https://openalex.org/A5026555452,Júlia Galántai,https://api.openalex.org/works?filter=author.id:A5026555452,2.0,6.0,
Gang Li,https://openalex.org/A5100438769,Gang Li,https://api.openalex.org/works?filter=author.id:A5100438769,55.0,994.0,
Geoff Haddock,https://openalex.org/A5123178815,Geoff Haddock,https://api.openalex.org/works?filter=author.id:A5123178815,0.0,3.0,
Georg Ahnert,https://openalex.org/A5022685582,Georg Ahnert,https://api.openalex.org/works?filter=author.id:A5022685582,2.0,8.0,
Georgios Panayiotou,https://openalex.org/A5070647979,Georgios Panayiotou,https://api.openalex.org/works?filter=author.id:A5070647979,1.0,12.0,
Gerardo Iñiguez,https://openalex.org/A5086711289,Gerardo Íñiguez,https://api.openalex.org/works?filter=author.id:A5086711289,14.0,56.0,
Gergely Mónus,https://openalex.org/A5119600917,Gergely Mónus,https://api.openalex.org/works?filter=author.id:A5119600917,0.0,1.0,
Gergo Toth,https://openalex.org/A5069924634,Gergő Tóth,https://api.openalex.org/works?filter=author.id:A5069924634,7.0,20.0,
Germans Savcisens,https://openalex.org/A5073159336,Germans Savcisens,https://api.openalex.org/works?filter=author.id:A5073159336,2.0,18.0,
Gert Stulp,https://openalex.org/A5086908160,Gert Stulp,https://api.openalex.org/works?filter=author.id:A5086908160,30.0,120.0,
Ghadeer Awwad,https://openalex.org/A5116019666,Ghadeer Awwad,https://api.openalex.org/works?filter=author.id:A5116019666,0.0,1.0,
Gian Pietro Picco,https://openalex.org/A5022068732,Gian Pietro Picco,https://api.openalex.org/works?filter=author.id:A5022068732,49.0,243.0,
Giangiacomo Bravo,https://openalex.org/A5079929906,Giangiacomo Bravo,https://api.openalex.org/works?filter=author.id:A5079929906,25.0,158.0,
Gianluca Nogara,https://openalex.org/A5047040090,Gianluca Nogara,https://api.openalex.org/works?filter=author.id:A5047040090,5.0,16.0,
Gianmarco De Francisci Morales,https://openalex.org/A5041680508,Gianmarco De Francisci Morales,https://api.openalex.org/works?filter=author.id:A5041680508,26.0,175.0,
Giannis Nikolentzos,https://openalex.org/A5126859181,Giannis Nikolentzos,https://api.openalex.org/works?filter=author.id:A5126859181,0.0,2.0,
Gili Rusak,https://openalex.org/A5120334293,Gili Rusak,https://api.openalex.org/works?filter=author.id:A5120334293,1.0,1.0,
Gilles Bastin,https://openalex.org/A5045788002,Gilles Bastin,https://api.openalex.org/works?filter=author.id:A5045788002,6.0,80.0,
Gioele Barabucci,https://openalex.org/A5037270123,Gioele Barabucci,https://api.openalex.org/works?filter=author.id:A5037270123,3.0,11.0,
Giordano de Marzo,https://openalex.org/A5020804251,Giordano De Marzo,https://api.openalex.org/works?filter=author.id:A5020804251,9.0,53.0,
Giovanni Petri,https://openalex.org/A5063367289,Giovanni Petri,https://api.openalex.org/works?filter=author.id:A5063367289,33.0,145.0,
Giulia Sturlese,,,,,,
Giuliano Cornacchia,https://openalex.org/A5081445152,Giuliano Cornacchia,https://api.openalex.org/works?filter=author.id:A5081445152,5.0,24.0,
Giuseppe Carteny,https://openalex.org/A5084480163,Giuseppe Carteny,https://api.openalex.org/works?filter=author.id:A5084480163,3.0,27.0,
Giuseppe Russo,https://openalex.org/A5075264974,Giuseppe Russo,https://api.openalex.org/works?filter=author.id:A5075264974,2.0,7.0,
Gonzalo Gabriel Méndez,https://openalex.org/A5125493492,Gonzalo Gabriel Mendez,https://api.openalex.org/works?filter=author.id:A5125493492,0.0,2.0,
Gourab Ghoshal,https://openalex.org/A5120425404,Gourab Ghoshal,https://api.openalex.org/works?filter=author.id:A5120425404,0.0,6.0,
Grant Schoenebeck,https://openalex.org/A5073672615,Grant Schoenebeck,https://api.openalex.org/works?filter=author.id:A5073672615,19.0,119.0,
Greg Lanzalotto,,,,,,
Gregor Wiedemann,https://openalex.org/A5068268204,Gregor Wiedemann,https://api.openalex.org/works?filter=author.id:A5068268204,14.0,97.0,
Gregorio López López,https://openalex.org/A5112540698,Gregorio López,https://api.openalex.org/works?filter=author.id:A5112540698,9.0,27.0,
Guido Germano,https://openalex.org/A5066615785,Guido Germano,https://api.openalex.org/works?filter=author.id:A5066615785,86.0,481.0,
Guy Grossman,https://openalex.org/A5076536404,Guy Grossman,https://api.openalex.org/works?filter=author.id:A5076536404,32.0,201.0,
Hadi Asghari,https://openalex.org/A5120625070,Hadi Asghari,https://api.openalex.org/works?filter=author.id:A5120625070,0.0,1.0,
Haewoon Kwak,https://openalex.org/A5061923992,Haewoon Kwak,https://api.openalex.org/works?filter=author.id:A5061923992,41.0,206.0,
Hamish Gibbs,https://openalex.org/A5086547902,Hamish Nigel Gibbs,https://api.openalex.org/works?filter=author.id:A5086547902,1.0,9.0,
Hancheng Cao,https://openalex.org/A5023364449,Hancheng Cao,https://api.openalex.org/works?filter=author.id:A5023364449,18.0,60.0,
Hanjia Lyu,https://openalex.org/A5040900346,Hanjia Lyu,https://api.openalex.org/works?filter=author.id:A5040900346,17.0,104.0,
Hannah Li,https://openalex.org/A5072318564,Hannah Li,https://api.openalex.org/works?filter=author.id:A5072318564,5.0,21.0,
Hannah Metzler,,,,,,
Hannah Waight,https://openalex.org/A5033712412,Hannah Waight,https://api.openalex.org/works?filter=author.id:A5033712412,1.0,4.0,
Hanne Collins,https://openalex.org/A5038348240,Hanne K. Collins,https://api.openalex.org/works?filter=author.id:A5038348240,10.0,24.0,
Hannes Taubenböck,https://openalex.org/A5126621013,Hannes Taubenböck,https://api.openalex.org/works?filter=author.id:A5126621013,0.0,2.0,
Hans-Joachim Voth,https://openalex.org/A5121465881,Hans-Joachim Voth,https://api.openalex.org/works?filter=author.id:A5121465881,0.0,1.0,
Hao Cui,https://openalex.org/A5100353630,Hao Cui,https://api.openalex.org/works?filter=author.id:A5100353630,13.0,72.0,
Haohan Shi,https://openalex.org/A5061212534,Haohan Shi,https://api.openalex.org/works?filter=author.id:A5061212534,1.0,4.0,
Haoran Liu,https://openalex.org/A5103246897,Haoran Liu,https://api.openalex.org/works?filter=author.id:A5103246897,16.0,39.0,
Haoran Shi,https://openalex.org/A5111250836,Haoran Shi,https://api.openalex.org/works?filter=author.id:A5111250836,4.0,14.0,
Haotian Zhang,https://openalex.org/A5100392954,Haotian Zhang,https://api.openalex.org/works?filter=author.id:A5100392954,18.0,63.0,
Hause Lin,https://openalex.org/A5122797564,Hause Lin,https://api.openalex.org/works?filter=author.id:A5122797564,0.0,1.0,
Hayafumi Watanabe,https://openalex.org/A5035999040,Hayafumi Watanabe,https://api.openalex.org/works?filter=author.id:A5035999040,4.0,18.0,
Hayley Blunden,https://openalex.org/A5055770482,Hayley Blunden,https://api.openalex.org/works?filter=author.id:A5055770482,8.0,31.0,
Hazel Rose Markus,https://openalex.org/A5109647144,Hazel June Rose Markus,https://api.openalex.org/works?filter=author.id:A5109647144,0.0,1.0,
Heetae Kim,https://openalex.org/A5022698469,Heetae Kim,https://api.openalex.org/works?filter=author.id:A5022698469,22.0,126.0,
Heiko Rauhut,https://openalex.org/A5006672000,Heiko Rauhut,https://api.openalex.org/works?filter=author.id:A5006672000,16.0,83.0,
Helena Bjornesjo,https://openalex.org/A5124887153,Helena Björnesjö,https://api.openalex.org/works?filter=author.id:A5124887153,0.0,2.0,
Helena Rauxloh,https://openalex.org/A5093362621,Helena Rauxloh,https://api.openalex.org/works?filter=author.id:A5093362621,2.0,6.0,
Hendrik Erz,https://openalex.org/A5020654056,Hendrik Erz,https://api.openalex.org/works?filter=author.id:A5020654056,2.0,40.0,
Hendrik Nunner,https://openalex.org/A5090160801,Hendrik Nunner,https://api.openalex.org/works?filter=author.id:A5090160801,6.0,25.0,
Henrik Olsson,https://openalex.org/A5016057473,Henrik Olsson,https://api.openalex.org/works?filter=author.id:A5016057473,36.0,208.0,
Henrikki Tenkanen,https://openalex.org/A5047335001,Henrikki Tenkanen,https://api.openalex.org/works?filter=author.id:A5047335001,21.0,81.0,
Hilke Schellmann,https://openalex.org/A5006651432,Hilke Schellmann,https://api.openalex.org/works?filter=author.id:A5006651432,3.0,5.0,
Hirokazu Shirado,https://openalex.org/A5002455634,Hirokazu Shirado,https://api.openalex.org/works?filter=author.id:A5002455634,13.0,42.0,
Hiroki Oda,https://openalex.org/A5108592174,Hiroki Oda,https://api.openalex.org/works?filter=author.id:A5108592174,2.0,19.0,
Hiroki Yamashita,https://openalex.org/A5125351728,Hiroki Yamashita,https://api.openalex.org/works?filter=author.id:A5125351728,0.0,1.0,
Hiromu Yakura,https://openalex.org/A5051687457,Hiromu Yakura,https://api.openalex.org/works?filter=author.id:A5051687457,14.0,46.0,
